,month,Abstract,Full,Pdf,metric_link,status_code
1207,May 2020Jun 2020,1039,,402,https://medrxiv.org/content/10.1101/2020.05.09.20096123v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.09.20096123v2.article-metrics,400
1208,Feb 2020Mar 2020,3865,0,1264,https://medrxiv.org/content/10.1101/2020.02.13.20022251v1.article-metricshttps://medrxiv.org/content/10.1101/2020.02.13.20022251v1.article-metrics,400
1209,May 2020Jun 2020,828,,201,https://medrxiv.org/content/10.1101/2020.05.26.20113522v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.26.20113522v2.article-metrics,400
1210,Oct 2020Nov 2020,2876,324,597,https://biorxiv.org/content/10.1101/2020.10.14.338053v1.article-metricshttps://biorxiv.org/content/10.1101/2020.10.14.338053v1.article-metrics,400
1211,Aug 2020Sep 2020,902,43,192,https://biorxiv.org/content/10.1101/2020.08.20.259721v1.article-metricshttps://biorxiv.org/content/10.1101/2020.08.20.259721v1.article-metrics,400
1212,Sep 2020Oct 2020,523,,152,https://medrxiv.org/content/10.1101/2020.09.16.20195446v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.16.20195446v1.article-metrics,400
1213,Jun 2020Jul 2020,23011,1635,4721,https://biorxiv.org/content/10.1101/2020.06.20.161323v2.article-metricshttps://biorxiv.org/content/10.1101/2020.06.20.161323v2.article-metrics,400
1214,Jul 2020Aug 2020,1033,,381,https://medrxiv.org/content/10.1101/2020.07.22.20160036v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.22.20160036v1.article-metrics,400
1215,Jul 2020Aug 2020,710,,179,https://medrxiv.org/content/10.1101/2020.07.03.20144949v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.03.20144949v1.article-metrics,400
1216,Apr 2020May 2020,4461,0,1558,https://medrxiv.org/content/10.1101/2020.04.05.20054288v3.article-metricshttps://medrxiv.org/content/10.1101/2020.04.05.20054288v3.article-metrics,400
1217,Feb 2020Mar 2020,3694,0,1333,https://medrxiv.org/content/10.1101/2020.02.26.20028472v3.article-metricshttps://medrxiv.org/content/10.1101/2020.02.26.20028472v3.article-metrics,400
1218,Aug 2020Sep 2020,2336,69,1341,https://biorxiv.org/content/10.1101/2020.08.24.264630v1.article-metricshttps://biorxiv.org/content/10.1101/2020.08.24.264630v1.article-metrics,400
1219,Mar 2020Apr 2020,2531,0,695,https://medrxiv.org/content/10.1101/2020.03.17.20037838v2.article-metricshttps://medrxiv.org/content/10.1101/2020.03.17.20037838v2.article-metrics,400
1220,Jun 2020Jul 2020,929,,247,https://medrxiv.org/content/10.1101/2020.06.26.20140210v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.26.20140210v2.article-metrics,400
1221,Apr 2020May 2020,2826,,826,https://medrxiv.org/content/10.1101/2020.04.16.20067496v4.article-metricshttps://medrxiv.org/content/10.1101/2020.04.16.20067496v4.article-metrics,400
1222,Jul 2020Aug 2020,1216,68,290,https://biorxiv.org/content/10.1101/2020.07.16.205799v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.16.205799v1.article-metrics,400
1223,Mar 2020Apr 2020,1679,0,644,https://medrxiv.org/content/10.1101/2020.03.16.20037036v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.16.20037036v1.article-metrics,400
1224,Feb 2020Mar 2020,3444,0,1498,https://medrxiv.org/content/10.1101/2020.02.26.20028449v3.article-metricshttps://medrxiv.org/content/10.1101/2020.02.26.20028449v3.article-metrics,400
1225,Jan 2020Feb 2020,32386,,9181,https://biorxiv.org/content/10.1101/2020.01.24.919241v4.article-metricshttps://biorxiv.org/content/10.1101/2020.01.24.919241v4.article-metrics,400
1226,Aug 2020Sep 2020,6906,,5782,https://medrxiv.org/content/10.1101/2020.08.03.20167833v3.article-metricshttps://medrxiv.org/content/10.1101/2020.08.03.20167833v3.article-metrics,400
1227,Jun 2020Jul 2020,1424,,446,https://medrxiv.org/content/10.1101/2020.05.30.20117424v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.30.20117424v1.article-metrics,400
1228,Apr 2020May 2020,2152,253,989,https://biorxiv.org/content/10.1101/2020.04.17.046193v1.article-metricshttps://biorxiv.org/content/10.1101/2020.04.17.046193v1.article-metrics,400
1229,Sep 2020Oct 2020,426,,176,https://medrxiv.org/content/10.1101/2020.09.17.20185090v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.17.20185090v1.article-metrics,400
1230,Jul 2020Aug 2020,3165,4349,1994,https://biorxiv.org/content/10.1101/2020.07.09.196618v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.09.196618v1.article-metrics,400
1231,Mar 2020Apr 2020,6059,764,2159,https://biorxiv.org/content/10.1101/2020.03.04.975995v1.article-metricshttps://biorxiv.org/content/10.1101/2020.03.04.975995v1.article-metrics,400
1232,Oct 2020Nov 2020,802,14,141,https://medrxiv.org/content/10.1101/2020.10.19.20213140v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.19.20213140v1.article-metrics,400
1233,Jul 2020Aug 2020,1374,,472,https://medrxiv.org/content/10.1101/2020.07.11.20149344v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.11.20149344v1.article-metrics,400
1234,Apr 2020May 2020,2230,0,713,https://medrxiv.org/content/10.1101/2020.04.13.20064329v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.13.20064329v1.article-metrics,400
1235,Oct 2020Nov 2020,684,8,168,https://medrxiv.org/content/10.1101/2020.10.01.20205112v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.01.20205112v1.article-metrics,400
1236,Jul 2020Aug 2020,695,,324,https://medrxiv.org/content/10.1101/2020.06.29.20141564v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.29.20141564v1.article-metrics,400
1237,Oct 2020Nov 2020,1713,116,561,https://biorxiv.org/content/10.1101/2020.10.14.339515v1.article-metricshttps://biorxiv.org/content/10.1101/2020.10.14.339515v1.article-metrics,400
1238,May 2020Jun 2020,414,0,164,https://medrxiv.org/content/10.1101/2020.05.13.20099978v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.13.20099978v1.article-metrics,400
1239,May 2020Jun 2020,615,,226,https://medrxiv.org/content/10.1101/2020.05.23.20110973v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.23.20110973v1.article-metrics,400
1240,Apr 2020May 2020,1134,0,539,https://medrxiv.org/content/10.1101/2020.04.15.20066712v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.15.20066712v1.article-metrics,400
1241,May 2020Jun 2020,2111,100,529,https://biorxiv.org/content/10.1101/2020.05.14.092767v1.article-metricshttps://biorxiv.org/content/10.1101/2020.05.14.092767v1.article-metrics,400
1242,Feb 2020Mar 2020,4464,0,1609,https://medrxiv.org/content/10.1101/2020.01.30.20019612v1.article-metricshttps://medrxiv.org/content/10.1101/2020.01.30.20019612v1.article-metrics,400
1243,May 2020Jun 2020,1294,84,273,https://biorxiv.org/content/10.1101/2020.05.14.097170v1.article-metricshttps://biorxiv.org/content/10.1101/2020.05.14.097170v1.article-metrics,400
1244,Jun 2020Jul 2020,5723,,7813,https://medrxiv.org/content/10.1101/2020.05.30.20111393v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.30.20111393v1.article-metrics,400
1245,May 2020Jun 2020,625,0,233,https://medrxiv.org/content/10.1101/2020.05.12.20099481v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.12.20099481v1.article-metrics,400
1246,May 2020Jun 2020,1112,,499,https://medrxiv.org/content/10.1101/2020.05.28.20115527v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.28.20115527v1.article-metrics,400
1247,May 2020Jun 2020,1072,,389,https://medrxiv.org/content/10.1101/2020.05.26.20113258v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.26.20113258v2.article-metrics,400
1248,May 2020Jun 2020,874,0,310,https://medrxiv.org/content/10.1101/2020.05.17.20104638v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.17.20104638v1.article-metrics,400
1249,Apr 2020May 2020,1083,0,361,https://medrxiv.org/content/10.1101/2020.04.21.20063263v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.21.20063263v1.article-metrics,400
1250,May 2020Jun 2020,1147,,425,https://medrxiv.org/content/10.1101/2020.05.06.20090449v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.06.20090449v2.article-metrics,400
1251,Jun 2020Jul 2020,1420,,469,https://medrxiv.org/content/10.1101/2020.06.09.20126680v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.09.20126680v1.article-metrics,400
1252,Jun 2020Jul 2020,808,,248,https://medrxiv.org/content/10.1101/2020.06.05.20123349v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.05.20123349v1.article-metrics,400
1253,May 2020Jun 2020,5316,,1957,https://medrxiv.org/content/10.1101/2020.05.20.20107813v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.20.20107813v2.article-metrics,400
1254,May 2020Jun 2020,1333,,686,https://medrxiv.org/content/10.1101/2020.05.23.20111278v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.23.20111278v2.article-metrics,400
1255,Mar 2020Apr 2020,1158,0,1469,https://medrxiv.org/content/10.1101/2020.03.12.20034595v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.12.20034595v1.article-metrics,400
1256,Apr 2020May 2020,853,0,279,https://medrxiv.org/content/10.1101/2020.04.24.20078030v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.24.20078030v1.article-metrics,400
1257,Jul 2020Aug 2020,584,,152,https://medrxiv.org/content/10.1101/2020.07.07.20147900v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.07.20147900v1.article-metrics,400
1258,Apr 2020May 2020,4606,0,1571,https://medrxiv.org/content/10.1101/2020.04.09.20059196v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.09.20059196v1.article-metrics,400
1259,Apr 2020May 2020,799,0,307,https://medrxiv.org/content/10.1101/2020.04.20.20073213v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.20.20073213v1.article-metrics,400
1260,Aug 2020Sep 2020,1108,31,183,https://biorxiv.org/content/10.1101/2020.08.26.267781v2.article-metricshttps://biorxiv.org/content/10.1101/2020.08.26.267781v2.article-metrics,400
1261,Apr 2020May 2020,2357,263,1032,https://biorxiv.org/content/10.1101/2020.04.06.027318v1.article-metricshttps://biorxiv.org/content/10.1101/2020.04.06.027318v1.article-metrics,400
1262,Apr 2020May 2020,1715,0,560,https://medrxiv.org/content/10.1101/2020.04.14.20048025v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.14.20048025v1.article-metrics,400
1263,Jul 2020Aug 2020,2626,216,505,https://biorxiv.org/content/10.1101/2020.07.10.197095v2.article-metricshttps://biorxiv.org/content/10.1101/2020.07.10.197095v2.article-metrics,400
1264,Oct 2020Nov 2020,5532,371,1856,https://biorxiv.org/content/10.1101/2020.10.02.324145v2.article-metricshttps://biorxiv.org/content/10.1101/2020.10.02.324145v2.article-metrics,400
1265,Oct 2020Nov 2020,4582,29,1187,https://medrxiv.org/content/10.1101/2020.09.27.20189548v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.27.20189548v1.article-metrics,400
1266,Sep 2020Oct 2020,10560,,2346,https://medrxiv.org/content/10.1101/2020.09.07.20180448v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.07.20180448v1.article-metrics,400
1267,Apr 2020May 2020,1726,0,707,https://medrxiv.org/content/10.1101/2020.04.22.20075580v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.22.20075580v1.article-metrics,400
1268,Jul 2020Aug 2020,1382,,298,https://medrxiv.org/content/10.1101/2020.07.26.20162255v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.26.20162255v1.article-metrics,400
1269,May 2020Jun 2020,6654,0,1083,https://medrxiv.org/content/10.1101/2020.05.02.20088781v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.02.20088781v1.article-metrics,400
1270,May 2020Jun 2020,1412,,398,https://medrxiv.org/content/10.1101/2020.05.21.20107003v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.21.20107003v2.article-metrics,400
1271,Feb 2020Mar 2020,34135,0,6675,https://medrxiv.org/content/10.1101/2020.02.05.20020107v3.article-metricshttps://medrxiv.org/content/10.1101/2020.02.05.20020107v3.article-metrics,400
1272,May 2020Jun 2020,1241,0,423,https://medrxiv.org/content/10.1101/2020.05.01.20086207v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.01.20086207v1.article-metrics,400
1273,May 2020Jun 2020,1342,,517,https://medrxiv.org/content/10.1101/2020.05.16.20104026v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.16.20104026v2.article-metrics,400
1274,Jul 2020Aug 2020,3193,185,1094,https://biorxiv.org/content/10.1101/2020.07.06.190066v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.06.190066v1.article-metrics,400
1275,Jun 2020Jul 2020,994,,177,https://medrxiv.org/content/10.1101/2020.06.09.20126045v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.09.20126045v1.article-metrics,400
1276,Apr 2020May 2020,4075,0,1042,https://medrxiv.org/content/10.1101/2020.04.23.20076851v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.23.20076851v1.article-metrics,400
1277,Jul 2020Aug 2020,2935,,269,https://medrxiv.org/content/10.1101/2020.07.21.20159350v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.21.20159350v1.article-metrics,400
1278,Oct 2020Nov 2020,1273,94,280,https://medrxiv.org/content/10.1101/2020.10.28.20200725v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.28.20200725v1.article-metrics,400
1279,Aug 2020Sep 2020,920,,183,https://medrxiv.org/content/10.1101/2020.08.16.20175406v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.16.20175406v1.article-metrics,400
1280,Jul 2020Aug 2020,2878,,954,https://medrxiv.org/content/10.1101/2020.07.10.20150573v2.article-metricshttps://medrxiv.org/content/10.1101/2020.07.10.20150573v2.article-metrics,400
1281,Jun 2020Jul 2020,607,,123,https://medrxiv.org/content/10.1101/2020.06.24.20138818v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.24.20138818v1.article-metrics,400
1282,Mar 2020Apr 2020,1831,0,1081,https://medrxiv.org/content/10.1101/2020.03.27.20042820v2.article-metricshttps://medrxiv.org/content/10.1101/2020.03.27.20042820v2.article-metrics,400
1283,Jun 2020Jul 2020,631,,227,https://medrxiv.org/content/10.1101/2020.06.19.20135574v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.19.20135574v1.article-metrics,400
1284,Sep 2020Oct 2020,965,36,145,https://biorxiv.org/content/10.1101/2020.09.25.310078v1.article-metricshttps://biorxiv.org/content/10.1101/2020.09.25.310078v1.article-metrics,400
1285,Sep 2020Oct 2020,578,6,149,https://medrxiv.org/content/10.1101/2020.09.16.20195826v2.article-metricshttps://medrxiv.org/content/10.1101/2020.09.16.20195826v2.article-metrics,400
1286,May 2020Jun 2020,2418,150,933,https://biorxiv.org/content/10.1101/2020.05.01.072330v1.article-metricshttps://biorxiv.org/content/10.1101/2020.05.01.072330v1.article-metrics,400
1287,Jun 2020Jul 2020,1811,,356,https://medrxiv.org/content/10.1101/2020.06.21.20136788v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.21.20136788v1.article-metrics,400
1288,Aug 2020Sep 2020,416,0,117,https://medrxiv.org/content/10.1101/2020.08.01.20165142v3.article-metricshttps://medrxiv.org/content/10.1101/2020.08.01.20165142v3.article-metrics,400
1289,Feb 2020Mar 2020,2388,0,995,https://medrxiv.org/content/10.1101/2020.02.27.20027169v1.article-metricshttps://medrxiv.org/content/10.1101/2020.02.27.20027169v1.article-metrics,400
1290,May 2020Jun 2020,2003,,687,https://medrxiv.org/content/10.1101/2020.05.21.20108647v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.21.20108647v2.article-metrics,400
1291,Apr 2020May 2020,882,0,309,https://medrxiv.org/content/10.1101/2020.04.17.20069179v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.17.20069179v1.article-metrics,400
1292,Apr 2020May 2020,2013,0,543,https://medrxiv.org/content/10.1101/2020.04.21.20044594v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.21.20044594v1.article-metrics,400
1293,Mar 2020Apr 2020,3083,0,1096,https://medrxiv.org/content/10.1101/2020.03.10.20033670v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.10.20033670v1.article-metrics,400
1294,Mar 2020Apr 2020,1033,0,591,https://medrxiv.org/content/10.1101/2020.03.24.20042598v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.24.20042598v1.article-metrics,400
1295,Jun 2020Jul 2020,872,,206,https://medrxiv.org/content/10.1101/2020.06.08.20124297v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.08.20124297v2.article-metrics,400
1296,Sep 2020Oct 2020,1573,,552,https://medrxiv.org/content/10.1101/2020.09.04.20185645v2.article-metricshttps://medrxiv.org/content/10.1101/2020.09.04.20185645v2.article-metrics,400
1297,Apr 2020May 2020,1190,0,366,https://medrxiv.org/content/10.1101/2020.04.12.20062919v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.12.20062919v1.article-metrics,400
1298,Sep 2020Oct 2020,895,,323,https://medrxiv.org/content/10.1101/2020.08.26.20182816v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.26.20182816v1.article-metrics,400
1299,Jul 2020Aug 2020,1004,,793,https://medrxiv.org/content/10.1101/2020.07.29.20158717v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.29.20158717v1.article-metrics,400
1300,May 2020Jun 2020,699,,201,https://medrxiv.org/content/10.1101/2020.05.19.20106336v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.19.20106336v1.article-metrics,400
1301,Aug 2020Sep 2020,5304,204,878,https://biorxiv.org/content/10.1101/2020.08.17.254375v3.article-metricshttps://biorxiv.org/content/10.1101/2020.08.17.254375v3.article-metrics,400
1302,May 2020Jun 2020,565,0,269,https://medrxiv.org/content/10.1101/2020.04.27.20082503v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.27.20082503v1.article-metrics,400
1303,May 2020Jun 2020,1285,0,931,https://medrxiv.org/content/10.1101/2020.05.04.20088146v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.04.20088146v1.article-metrics,400
1304,Apr 2020May 2020,848,0,285,https://medrxiv.org/content/10.1101/2020.04.15.20066019v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.15.20066019v1.article-metrics,400
1305,Jul 2020Aug 2020,3445,,1001,https://medrxiv.org/content/10.1101/2020.07.16.20155317v2.article-metricshttps://medrxiv.org/content/10.1101/2020.07.16.20155317v2.article-metrics,400
1306,Apr 2020May 2020,845,0,345,https://medrxiv.org/content/10.1101/2020.04.19.20071852v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.19.20071852v1.article-metrics,400
1307,Sep 2020Oct 2020,9101,322,612,https://biorxiv.org/content/10.1101/2020.09.04.277426v1.article-metricshttps://biorxiv.org/content/10.1101/2020.09.04.277426v1.article-metrics,400
1308,Jul 2020Aug 2020,1239,54,147,https://biorxiv.org/content/10.1101/2020.07.19.179101v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.19.179101v1.article-metrics,400
1309,Mar 2020Apr 2020,1874,0,832,https://medrxiv.org/content/10.1101/2020.02.28.20029199v1.article-metricshttps://medrxiv.org/content/10.1101/2020.02.28.20029199v1.article-metrics,400
1310,Sep 2020Oct 2020,1118,62,239,https://biorxiv.org/content/10.1101/2020.09.17.301614v1.article-metricshttps://biorxiv.org/content/10.1101/2020.09.17.301614v1.article-metrics,400
1311,Jul 2020Aug 2020,2627,,2029,https://medrxiv.org/content/10.1101/2020.07.05.20146837v2.article-metricshttps://medrxiv.org/content/10.1101/2020.07.05.20146837v2.article-metrics,400
1312,Jun 2020Jul 2020,1725,,905,https://medrxiv.org/content/10.1101/2020.06.04.20122028v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.04.20122028v1.article-metrics,400
1313,Apr 2020May 2020,867,0,418,https://medrxiv.org/content/10.1101/2020.04.25.20079111v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.25.20079111v1.article-metrics,400
1314,Oct 2020Nov 2020,884,38,171,https://biorxiv.org/content/10.1101/2020.10.22.343673v2.article-metricshttps://biorxiv.org/content/10.1101/2020.10.22.343673v2.article-metrics,400
1315,Sep 2020Oct 2020,777,11,200,https://medrxiv.org/content/10.1101/2020.09.24.20197293v2.article-metricshttps://medrxiv.org/content/10.1101/2020.09.24.20197293v2.article-metrics,400
1316,May 2020Jun 2020,18178,,3115,https://medrxiv.org/content/10.1101/2020.05.17.20104653v3.article-metricshttps://medrxiv.org/content/10.1101/2020.05.17.20104653v3.article-metrics,400
1317,Apr 2020May 2020,1856,,561,https://medrxiv.org/content/10.1101/2020.04.03.20052001v2.article-metricshttps://medrxiv.org/content/10.1101/2020.04.03.20052001v2.article-metrics,400
1318,May 2020Jun 2020,658,,250,https://medrxiv.org/content/10.1101/2020.05.22.20110155v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.22.20110155v1.article-metrics,400
1319,Mar 2020Apr 2020,1044,0,350,https://medrxiv.org/content/10.1101/2020.03.25.20043315v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.25.20043315v1.article-metrics,400
1320,Mar 2020Apr 2020,3739,0,2221,https://medrxiv.org/content/10.1101/2020.03.04.20030916v2.article-metricshttps://medrxiv.org/content/10.1101/2020.03.04.20030916v2.article-metrics,400
1321,Sep 2020Oct 2020,214,,77,https://medrxiv.org/content/10.1101/2020.09.21.20166934v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.21.20166934v1.article-metrics,400
1322,Oct 2020Nov 2020,558,24,164,https://medrxiv.org/content/10.1101/2020.10.03.20203232v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.03.20203232v1.article-metrics,400
1323,Jun 2020Jul 2020,1385,,421,https://medrxiv.org/content/10.1101/2020.06.21.20136705v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.21.20136705v1.article-metrics,400
1324,Oct 2020Nov 2020,593,26,158,https://medrxiv.org/content/10.1101/2020.10.26.20215020v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.26.20215020v1.article-metrics,400
1325,Oct 2020Nov 2020,799,29,229,https://medrxiv.org/content/10.1101/2020.10.19.20215244v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.19.20215244v1.article-metrics,400
1326,Mar 2020Apr 2020,2912,0,813,https://medrxiv.org/content/10.1101/2020.03.20.20038422v3.article-metricshttps://medrxiv.org/content/10.1101/2020.03.20.20038422v3.article-metrics,400
1327,May 2020Jun 2020,1085,,678,https://medrxiv.org/content/10.1101/2020.05.18.20105577v3.article-metricshttps://medrxiv.org/content/10.1101/2020.05.18.20105577v3.article-metrics,400
1328,Jun 2020Jul 2020,1067,,209,https://medrxiv.org/content/10.1101/2020.06.28.20141952v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.28.20141952v1.article-metrics,400
1329,Jun 2020Jul 2020,4064,,1262,https://medrxiv.org/content/10.1101/2020.06.23.20137992v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.23.20137992v1.article-metrics,400
1330,Jun 2020Jul 2020,6481,,1917,https://medrxiv.org/content/10.1101/2020.06.17.20133579v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.17.20133579v1.article-metrics,400
1331,May 2020Jun 2020,696,0,230,https://medrxiv.org/content/10.1101/2020.04.29.20082263v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.29.20082263v1.article-metrics,400
1332,Sep 2020Oct 2020,860,,250,https://medrxiv.org/content/10.1101/2020.09.14.20191098v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.14.20191098v1.article-metrics,400
1333,Feb 2020Mar 2020,3761,0,1680,https://medrxiv.org/content/10.1101/2020.02.19.20024851v1.article-metricshttps://medrxiv.org/content/10.1101/2020.02.19.20024851v1.article-metrics,400
1334,Jun 2020Jul 2020,1817,,548,https://medrxiv.org/content/10.1101/2020.06.12.20129429v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.12.20129429v2.article-metrics,400
1335,Jul 2020Aug 2020,992,,625,https://medrxiv.org/content/10.1101/2020.06.30.20143560v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.30.20143560v1.article-metrics,400
1336,Jul 2020Aug 2020,26360,,8486,https://medrxiv.org/content/10.1101/2020.07.16.20127357v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.16.20127357v1.article-metrics,400
1337,Jul 2020Aug 2020,1008,,309,https://medrxiv.org/content/10.1101/2020.07.20.20158436v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.20.20158436v1.article-metrics,400
1338,Apr 2020May 2020,2249,0,808,https://medrxiv.org/content/10.1101/2020.04.09.20059832v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.09.20059832v1.article-metrics,400
1339,Jun 2020Jul 2020,962,,228,https://medrxiv.org/content/10.1101/2020.06.22.20137828v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.22.20137828v1.article-metrics,400
1340,Aug 2020Sep 2020,1075,0,258,https://medrxiv.org/content/10.1101/2020.08.12.20156257v3.article-metricshttps://medrxiv.org/content/10.1101/2020.08.12.20156257v3.article-metrics,400
1341,May 2020Jun 2020,1894,0,699,https://medrxiv.org/content/10.1101/2020.05.07.20093286v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.07.20093286v1.article-metrics,400
1342,Jun 2020Jul 2020,8063,,2243,https://medrxiv.org/content/10.1101/2020.06.25.20140178v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.25.20140178v2.article-metrics,400
1343,May 2020Jun 2020,1581,,555,https://medrxiv.org/content/10.1101/2020.04.30.20085662v2.article-metricshttps://medrxiv.org/content/10.1101/2020.04.30.20085662v2.article-metrics,400
1344,Jun 2020Jul 2020,613,,173,https://medrxiv.org/content/10.1101/2020.06.02.20118489v3.article-metricshttps://medrxiv.org/content/10.1101/2020.06.02.20118489v3.article-metrics,400
1345,Oct 2020Nov 2020,896,7,308,https://medrxiv.org/content/10.1101/2020.10.16.20214023v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.16.20214023v1.article-metrics,400
1346,Jul 2020Aug 2020,1100,,262,https://medrxiv.org/content/10.1101/2020.07.28.20163816v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.28.20163816v1.article-metrics,400
1347,Aug 2020Sep 2020,1434,,362,https://medrxiv.org/content/10.1101/2020.08.15.20175844v2.article-metricshttps://medrxiv.org/content/10.1101/2020.08.15.20175844v2.article-metrics,400
1348,Apr 2020May 2020,1458,0,737,https://medrxiv.org/content/10.1101/2020.04.15.20066472v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.15.20066472v1.article-metrics,400
1349,May 2020Jun 2020,815,,334,https://medrxiv.org/content/10.1101/2020.05.19.20101469v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.19.20101469v2.article-metrics,400
1350,Apr 2020May 2020,2316,0,2320,https://medrxiv.org/content/10.1101/2020.04.03.20047175v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.03.20047175v1.article-metrics,400
1351,May 2020Jun 2020,603,0,179,https://medrxiv.org/content/10.1101/2020.05.14.20101931v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.14.20101931v1.article-metrics,400
1352,Aug 2020Sep 2020,3535,,1538,https://medrxiv.org/content/10.1101/2020.07.30.20165373v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.30.20165373v1.article-metrics,400
